id,title,description,category,brand,price,color,gender,rating,created_at
122,Gucci Classic Graphic T-Shirt with Belt,"Made with cotton for a premium hand-feel. Designed for street style with a tailored silhouette. Details: ribbed cuffs, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Gucci,180.31,White,Women,3.6,2025-08-23 05:27:00 
123,Prada Slim High-Waisted Jeans,The Prada Slim High-Waisted Jeans stands out for its quality and style. An easy-to-style piece with a modern fit.,Bottoms,Prada,455.32,Gray,Men,4.69,2024-10-04 02:05:00 
124,Louis Vuitton Women Tailored Slip Dress,An easy-to-style piece with a modern fit.,Dresses,Louis Vuitton,526.14,White,Women,4.26,2025-08-01 04:34:00 
125,UrbanChic Running Jacket,A versatile staple for everyday wear.,Activewear,UrbanChic,149.78,Purple,Women,4.25,2024-09-29 16:40:00 
126,Minimalist Women Beanie Hat Drop,An easy-to-style piece with a modern fit.,Accessories,Minimalist,68.14,Black,Women,4.4,2025-04-22 14:47:00 
127,Prada Ankle Boots,A versatile staple for everyday wear.,Footwear,Prada,1826.28,Pink,Unisex,3.75,2025-09-09 23:36:00 
128,StreetWear Studio Training Shorts,"Made with moisture-wicking poly for a premium hand-feel. Designed for evening with a four-way stretch silhouette. Details: functional pockets, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,StreetWear,116.79,White,Unisex,4.03,2024-10-23 13:52:00 
129,Louis Vuitton Moisture-Wicking Tee,An easy-to-style piece with a modern fit.,Activewear,Louis Vuitton,184.69,Blue,Women,4.77,2025-06-27 18:15:00 
130,StreetWear Women Studio Training Shorts,"This StreetWear Women Studio Training Shorts is designed for everyday use. Made with moisture-wicking poly for a premium hand-feel. Designed for formal events with a water-resistant silhouette. Details: structured shoulders, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,StreetWear,24.44,Black,Women,4.26,2025-12-26 19:22:00 
131,Minimalist Women Beanie Hat,"Comfortable, flattering, and designed to last.",Accessories,Minimalist,148.8,Purple,Women,4.27,2025-10-02 11:20:00 
132,Gucci Classic Graphic T-Shirt,An easy-to-style piece with a modern fit.,Tops,Gucci,161.75,Yellow,Men,4.18,2024-11-29 04:38:00 
133,Asisas Heritage Denim Jacket,"Made with recycled polyester for a premium hand-feel. Designed for vacation with a tailored silhouette. Details: elastic waistband, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Asisas,407.83,Black,Women,4.5,2025-10-24 18:31:00 
134,Elegante High-Waisted Jeans,Limited run.,Bottoms,Elegante,392.78,Blue,Women,4.71,2025-10-11 00:28:00 
135,Balenciaga Sunglasses,A versatile staple for everyday wear.,Accessories,Balenciaga,1379.15,Blue,Women,4.1,2025-03-24 03:48:00 
136,Louis Vuitton Running Jacket,Seasonal style.,Activewear,Louis Vuitton,101.32,Yellow,Women,4.26,2025-03-23 16:46:00 
137,Gucci City Silk Scarf,Customers choose the Gucci City Silk Scarf for its reliability. An easy-to-style piece with a modern fit.,Accessories,Gucci,29.43,Pink,Women,4.3,2025-12-22 07:07:00 
138,Prada Modern Canvas Tote,"Featuring the Prada Modern Canvas Tote, this product offers comfort and durability. Made with cotton for a premium hand-feel. Designed for studio with a insulated silhouette. Details: adjustable straps, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Prada,83.09,Brown,Unisex,3.86,2025-07-07 03:25:00 
139,StreetWear Men Heritage Tuxedo Blazer,"Customers choose the StreetWear Men Heritage Tuxedo Blazer for its reliability. Made with wool blend for a premium hand-feel. Designed for studio with a oversized silhouette. Details: mesh panels, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,StreetWear,908.04,Green,Men,3.77,2025-01-29 02:34:00 
140,Niky Performance Leggings,"Customers choose the Niky Performance Leggings for its reliability. Made with recycled nylon for a premium hand-feel. Designed for training with a mid-rise silhouette. Details: mesh panels, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Niky,155.59,Pink,Women,4.44,2025-09-20 04:59:00 
141,GymClark Modern Silk Blouse,Customers choose the GymClark Modern Silk Blouse for its reliability. An easy-to-style piece with a modern fit.,Tops,GymClark,58.82,Gray,Women,4.23,2024-08-20 13:11:00 
142,Minimalist Classic Wide-Leg Trousers,An easy-to-style piece with a modern fit.,Bottoms,Minimalist,213.99,Brown,Women,4.22,2025-12-19 22:45:00 
143,UrbanChic Tailored Pleated Chinos (Best Seller),"Made with wool blend for a premium hand-feel. Designed for travel with a insulated silhouette. Details: contrast stitching, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,UrbanChic,282.33,Blue,Men,4.79,2025-08-08 06:55:00 
144,Niky Women Classic Oversized High-Waisted Jeans,"Made with denim for a premium hand-feel. Designed for travel with a relaxed fit silhouette. Details: adjustable straps, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Niky,43.14,Brown,Women,4.28,2025-01-12 12:04:00 
145,Zana Oversized Hoodie,An easy-to-style piece with a modern fit.,Tops,Zana,167.36,Green,Men,4.06,2025-05-22 21:38:00 
146,Louis Vuitton Performance Leggings,The Louis Vuitton Performance Leggings stands out for its quality and style. An easy-to-style piece with a modern fit.,Activewear,Louis Vuitton,71.43,Purple,Women,4.03,2025-07-04 09:16:00 
147,Mango Beanie Hat,"Made with sterling silver for a premium hand-feel. Designed for workwear with a mid-rise silhouette. Details: adjustable straps, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Mango,342.61,Gray,Unisex,4.09,2025-08-22 10:03:00 
148,Zana Oversized Blazer Coat with Graphic Print,This Zana Oversized Blazer Coat with Graphic Print is designed for everyday use. An easy-to-style piece with a modern fit.,Outerwear,Zana,230.42,Black,Women,4.27,2025-10-10 20:01:00 
149,Minimalist Women Beanie Hat Drop,A versatile staple for everyday wear.,Accessories,Minimalist,92.61,Black,Women,4.3,2024-10-20 13:08:00 
150,Niky Canvas Tote,"The Niky Canvas Tote stands out for its quality and style. Made with cotton for a premium hand-feel. Designed for studio with a oversized silhouette. Details: ribbed cuffs, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Niky,14.12,Gray,Men,4.13,2025-05-18 14:23:00 
151,Louis Vuitton Tailored Blazer,"Comfortable, flattering, and designed to last.",Suits & Blazers,Louis Vuitton,359.35,Purple,Men,4.03,2024-09-02 07:39:00 
152,Balenciaga Heritage Retro Leather Loafers,"Made with canvas for a premium hand-feel. Designed for studio with a slim fit silhouette. Details: structured shoulders, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Balenciaga,445.06,Green,Men,4.82,2025-03-17 00:54:00 
153,Minimalist Classic Wide-Leg Trousers,An easy-to-style piece with a modern fit.,Bottoms,Minimalist,239.78,Blue,Women,3.86,2025-10-22 09:59:00 
154,Mango Silk Blouse,A classic essential with elevated details.,Tops,Mango,29.85,Orange,Unisex,4.62,2024-10-18 22:32:00 
155,Louis Vuitton Canvas Tote,"Made with leather for a premium hand-feel. Designed for training with a high-waisted silhouette. Details: soft-touch lining, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Louis Vuitton,83.79,Orange,Women,4.12,2025-10-04 02:48:00 
156,StreetWear Classic Relaxed Off-Shoulder Dress,"Made with cotton for a premium hand-feel. Designed for travel with a insulated silhouette. Details: ribbed cuffs, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,StreetWear,100.35,White,Women,3.77,2025-02-14 00:35:00 
157,Gucci Men Cut-Out Swimsuit,"Comfortable, flattering, and designed to last.",Swimwear,Gucci,63.21,Red,Men,4.1,2025-03-28 05:31:00 
158,Asisas Heritage Denim Jacket,Customers choose the Asisas Heritage Denim Jacket for its reliability. Everyday essential.,Outerwear,Asisas,78.69,Purple,Women,4.08,2025-09-23 23:43:00 
159,Niky Running Jacket,"Made with mesh for a premium hand-feel. Designed for street style with a breathable silhouette. Details: elastic waistband, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Niky,20.55,Pink,Women,4.31,2024-12-02 23:18:00 
160,UrbanChic Ribbed Tank Top,An easy-to-style piece with a modern fit.,Tops,UrbanChic,96.23,Pink,Women,4.48,2024-09-06 22:39:00 
161,UrbanChic Denim Jacket,An easy-to-style piece with a modern fit.,Outerwear,UrbanChic,291.89,Orange,Women,4.41,2025-09-20 22:57:00 
162,Minimalist City Ankle Boots,"Comfortable, flattering, and designed to last.",Footwear,Minimalist,177.91,Purple,Men,3.98,2024-12-17 17:40:00 
163,GymClark Crossbody Bag Drop,"This GymClark Crossbody Bag Drop is designed for everyday use. Comfortable, flattering, and designed to last.",Accessories,GymClark,697.96,Brown,Women,4.01,2025-07-15 19:26:00 
164,GymClark City Oversized Cocktail Dress,"Featuring the GymClark City Oversized Cocktail Dress, this product offers comfort and durability. An easy-to-style piece with a modern fit.",Dresses,GymClark,494.62,Pink,Women,4.28,2024-09-10 21:19:00 
165,UrbanChic Modern Silk Robe,"Made with bamboo viscose for a premium hand-feel. Designed for weekend with a insulated silhouette. Details: adjustable straps, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,UrbanChic,105.46,Blue,Women,4.88,2025-07-01 12:21:00 
166,Mango Classic Seamless Sports Bra,,Activewear,Mango,53.13,Yellow,Women,3.95,2025-06-29 16:11:00 
167,Gucci Modern Chelsea Boots with Ribbed Hem,A versatile staple for everyday wear.,Footwear,Gucci,1469.68,Gray,Women,4.42,2025-06-20 14:53:00 
168,Gucci Signature Modal Lounge Set,"Customers choose the Gucci Signature Modal Lounge Set for its reliability. Made with cotton for a premium hand-feel. Designed for workwear with a tailored silhouette. Details: structured shoulders, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,Gucci,261.49,Brown,Unisex,3.67,2025-06-06 12:04:00 
169,Mango Heritage Cotton Sleep Shirt,"Made with cotton for a premium hand-feel. Designed for workwear with a slim fit silhouette. Details: functional pockets, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,Mango,210.84,Brown,Unisex,4.26,2025-08-21 06:16:00 
170,UrbanChic Men Triangle Bikini Top with Lace Trim,"Comfortable, flattering, and designed to last.",Swimwear,UrbanChic,29.42,Black,Men,4.19,2024-11-08 21:44:00 
171,Mango Leather Pants,,Bottoms,Mango,197.3,Yellow,Men,4.41,2025-01-31 06:47:00 
172,Elegante Signature Quilted Parka,"Made with down for a premium hand-feel. Designed for studio with a mid-rise silhouette. Details: subtle logo hardware, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Elegante,462.48,White,Unisex,4.22,2024-09-26 08:00:00 
173,StreetWear 2-Pack Socks,"Made with bamboo viscose for a premium hand-feel. Designed for weekend with a oversized silhouette. Details: adjustable straps, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,StreetWear,242.01,Black,Women,3.79,2025-03-15 22:18:00 
174,Chanel Suit Vest,"Made with twill for a premium hand-feel. Designed for travel with a buttery-soft silhouette. Details: ribbed cuffs, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,Chanel,1384.05,White,Women,4.26,2025-03-04 01:36:00 
175,Niky Leather Pants with Belt,Customers choose the Niky Leather Pants with Belt for its reliability. A versatile staple for everyday wear.,Bottoms,Niky,363.11,Black,Unisex,4.16,2024-11-19 00:28:00 
176,Niky Studio Denim Jacket,A classic essential with elevated details.,Outerwear,Niky,916.19,Black,Women,3.77,2025-10-09 23:27:00 
177,Prada Heritage Rain Shell Jacket with Zip Detail,A versatile staple for everyday wear.,Outerwear,Prada,181.88,Orange,Men,4.58,2025-09-25 22:09:00 
178,Zana Suit Vest,,Suits & Blazers,Zana,573.08,White,Women,3.86,2025-09-30 01:15:00 
179,Balenciaga Signature Leather Belt,"Made with resin for a premium hand-feel. Designed for vacation with a wrinkle-resistant silhouette. Details: ribbed cuffs, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Balenciaga,59.47,Green,Men,4.78,2025-02-19 09:56:00 
